Student_ID,Gender,Age,City,College_Tier,Branch,Graduation_Year,Tenth_Percentage,Twelfth_Percentage,Diploma_Percentage,CGPA,Backlogs,Internship_Experience,Internship_Duration_Months,Projects_Count,Innovative_Project,Technical_Courses_Count,Primary_Skill,Secondary_Skill,SQL_Skill_Level,PowerBI_Skill_Level,Python_Skill_Level,Communication_Score,Aptitude_Score,Coding_Score,English_Score,Attendance_Percentage,Placement_Training,Mock_Interview_Score,Applied_Companies,Shortlisted_Companies,Interview_Rounds_Attended,Placement_Status,Company_Tier,Job_Role,Package_LPA,Placement_Channel,Offer_Date
STU20260844,Male,20,Jaipur,Tier 2,Electronics,2026,80.1,73.6,,7.37,1,Yes,4,4,No,3,Java,Machine Learning,Intermediate,Intermediate,Beginner,74.5,74.2,40.7,43.4,85.8,No,67.1,13,3,4,Placed,Tier 3,QA Analyst,4.95,Internship PPO,2026-05-27
STU20260845,Male,20,Ghaziabad,Tier 2,Data Science,2026,76.9,76.8,,5.74,2,No,0,1,No,4,SQL,Power BI,Intermediate,Beginner,None,70.9,49.6,77.3,62.3,81.0,No,58.8,8,2,0,Not Placed,,,,,
STU20260846,Male,22,Dehradun,Tier 1,Electrical,2024,79.4,85.7,,8.23,0,No,0,4,No,2,Excel,Power BI,Intermediate,Advanced,Advanced,72.1,87.2,69.1,70.6,83.0,No,52.9,14,9,3,Placed,Tier 2,Product Analyst Intern,5.9,Off Campus,2026-06-08
STU20260847,Female,22,Delhi,Tier 1,Civil,2026,84.5,77.5,,7.49,0,No,0,2,No,3,Machine Learning,C++,Intermediate,Advanced,Advanced,56.8,62.3,59.7,60.6,71.2,Yes,57.8,5,1,0,Not Placed,,,,,
STU20260848,Male,20,Chandigarh,Tier 2,Information Technology,2026,73.3,74.9,58.8,8.01,0,No,0,2,No,3,Python,Machine Learning,Advanced,Advanced,Advanced,80.0,48.7,84.4,67.0,61.7,No,76.7,13,5,3,Placed,Tier 3,Data Analyst,4.16,Off Campus,2026-03-17
STU20260849,Male,22,Faridabad,Tier 1,Information Technology,2026,73.8,71.3,,7.07,0,Yes,2,4,Yes,2,Python,Machine Learning,Beginner,Beginner,Advanced,85.9,44.8,98,69.6,73.9,No,89.5,15,7,2,Not Placed,,,,,
STU20260850,Female,21,Lucknow,Tier 3,Mechanical,2026,72.2,68.6,,5.94,0,No,0,3,Yes,3,Java,Python,Beginner,Beginner,Intermediate,82.7,55.9,74.8,64.4,79.3,Yes,62.9,19,3,0,Not Placed,,,,,
STU20260851,Female,21,Mumbai,Tier 3,Mechanical,2026,58.1,57.5,,5.63,0,No,0,1,No,2,SQL,Java,None,None,None,77.5,85.6,45.1,52.1,75.2,Yes,52.7,16,1,0,Not Placed,,,,,
STU20260852,Male,20,Noida,Tier 3,Mechanical,2026,77.6,61.4,,6.69,0,No,0,1,No,1,Python,Cloud Basics,None,None,Intermediate,77.1,42.7,73.5,65.1,97.2,No,59.6,20,6,3,Not Placed,,,,,
STU20260853,Male,23,Delhi,Tier 2,Mechanical,2025,63.3,64.7,70.3,6.1,3,Yes,2,2,Yes,5,SQL,Tableau,Intermediate,Intermediate,Beginner,87.3,66.4,77.3,69.1,70.9,Yes,67.5,22,1,5,Placed,Tier 3,Business Analyst,3.25,Campus Drive,2026-03-08
STU20260854,Male,20,Dehradun,Tier 2,AI & ML,2025,81.8,94.2,,9.8,0,No,0,2,No,1,Python,Power BI,Advanced,Advanced,Advanced,50.7,87.7,77.3,52.4,82.0,No,54.9,4,3,3,Placed,Tier 2,Data Analyst,5.63,Campus Drive,2026-03-12
STU20260855,Female,21,Faridabad,Tier 2,Information Technology,2025,75.2,74.8,,7.43,0,No,0,2,Yes,2,Machine Learning,C++,Intermediate,Beginner,Advanced,75.8,45.5,47.1,83.8,67.3,Yes,53.5,11,3,1,Not Placed,,,,,
STU20260856,Male,23,Gurugram,Tier 1,Computer Science,2025,73.5,58.4,,6.67,1,No,0,1,Yes,2,SQL,Machine Learning,Advanced,Beginner,Intermediate,34.6,65.9,83.4,61.7,67.6,Yes,46.3,12,1,1,Not Placed,,,,,
STU20260857,Female,24,Dehradun,Tier 1,Electronics,2026,87.6,80.2,,8.38,3,No,0,4,No,2,C++,Tableau,Advanced,Intermediate,Advanced,68.9,22.9,57.8,50.9,71.0,Yes,72.3,4,0,1,Not Placed,,,,,
STU20260858,Female,22,Delhi,Tier 2,Information Technology,2025,72.5,67.7,,7.03,0,No,0,1,Yes,1,Python,Excel,Beginner,None,Beginner,89.6,63.3,21.6,66.0,85.2,No,45.3,13,3,1,Not Placed,,,,,
STU20260859,Female,21,Delhi,Tier 1,Electronics,2026,90.7,69.4,,6.78,0,No,0,3,No,1,SQL,Machine Learning,Advanced,Intermediate,Beginner,52.7,51.5,79.8,55.3,83.7,No,50.0,7,1,2,Placed,Tier 2,Product Analyst Intern,5.93,Campus Drive,2026-03-18
STU20260860,Male,22,Delhi,Tier 3,Electronics,2024,56.0,51.3,,5.0,2,No,0,2,No,3,Excel,C++,None,None,Beginner,78.6,52.1,61.6,81.9,65.7,No,52.0,8,0,1,Not Placed,,,,,
STU20260861,Male,21,Lucknow,Tier 2,Data Science,2026,89.0,91.6,86.0,9.8,0,Yes,4,4,Yes,4,Tableau,Cloud Basics,Advanced,Advanced,Advanced,76.9,86.5,65.7,55.8,77.0,No,82.3,15,12,3,Placed,Tier 2,Product Analyst Intern,5.87,Campus Drive,2026-06-08
STU20260862,Female,21,Jaipur,Tier 2,Electronics,2025,71.4,58.3,,6.97,2,No,0,0,No,0,Excel,C++,None,Intermediate,Intermediate,79.5,39.0,44.5,56.6,74.5,No,53.6,15,1,0,Not Placed,,,,,
STU20260863,Male,23,Faridabad,Tier 3,Information Technology,2024,80.5,92.0,,8.65,0,Yes,2,4,No,3,Cloud Basics,Python,Advanced,Advanced,Advanced,67.5,83.7,98,68.0,68.6,Yes,74.4,13,5,3,Placed,Tier 3,Backend Developer,4.67,Off Campus,2026-01-19
STU20260864,Male,20,Dehradun,Tier 3,Data Science,2025,79.6,73.4,,7.15,1,Yes,4,5,No,3,Machine Learning,Python,Advanced,Intermediate,Intermediate,75.6,83.5,91.7,93.2,88.6,Yes,81.2,8,5,1,Not Placed,,,,,
STU20260865,Male,21,Jaipur,Tier 3,Electronics,2024,91.1,79.3,75.4,7.41,0,No,0,2,Yes,2,Cloud Basics,Python,Intermediate,Advanced,Beginner,48.8,55.2,94.7,50.4,77.2,No,41.0,11,2,1,Not Placed,,,,,
STU20260866,Male,21,Noida,Tier 3,Computer Science,2026,65.5,55.4,69.9,5.81,3,No,0,3,Yes,4,Python,Machine Learning,Beginner,Intermediate,Advanced,57.8,39.9,51.0,72.8,72.8,Yes,50.3,10,1,1,Not Placed,,,,,
STU20260867,Female,21,Gurugram,Tier 3,Computer Science,2026,79.4,77.7,,7.78,0,No,0,2,Yes,4,Python,Java,Advanced,Intermediate,Advanced,87.4,71.8,58.4,76.3,88.4,No,84.0,14,5,2,Not Placed,,,,,
STU20260868,Male,20,Noida,Tier 2,Civil,2026,96.1,98,,9.8,1,No,0,3,No,2,Excel,Machine Learning,Advanced,Advanced,Advanced,70.5,73.0,63.5,55.4,94.6,Yes,50.9,7,3,4,Placed,Tier 3,Product Analyst Intern,4.81,Campus Drive,2026-04-02
STU20260869,Male,20,Dehradun,Tier 2,Computer Science,2024,59.1,57.6,,6.66,0,Yes,2,3,Yes,3,Python,Cloud Basics,Beginner,Intermediate,Intermediate,57.8,49.3,75.3,65.4,73.1,Yes,62.2,14,6,2,Not Placed,,,,,
STU20260870,Female,22,Delhi,Tier 2,AI & ML,2026,89.1,68.8,95,6.9,0,No,0,2,Yes,3,Machine Learning,Python,Beginner,Intermediate,Advanced,75.5,44.0,75.5,54.1,84.7,No,64.6,16,4,3,Placed,Tier 3,Product Analyst Intern,5.26,Campus Drive,2026-03-17
STU20260871,Male,21,Dehradun,Tier 1,Information Technology,2026,86.2,90.1,65.6,9.8,0,Yes,1,4,Yes,4,SQL,Java,Advanced,Advanced,Advanced,62.6,68.0,75.0,43.8,89.1,Yes,65.1,10,8,2,Not Placed,,,,,
STU20260872,Female,20,Faridabad,Tier 1,Electrical,2024,73.9,78.2,,7.53,0,No,0,3,No,2,SQL,Tableau,Advanced,Beginner,Beginner,79.6,74.1,63.3,70.8,72.7,No,63.4,13,4,0,Not Placed,,,,,
STU20260873,Male,20,Delhi,Tier 2,Electronics,2026,62.9,68.9,,7.92,3,No,0,0,No,0,Java,Cloud Basics,Intermediate,Intermediate,Beginner,49.9,52.3,31.2,37.0,82.2,No,49.8,3,0,0,Not Placed,,,,,
STU20260874,Female,22,Delhi,Tier 3,Data Science,2024,81.4,82.8,,8.75,1,No,0,1,No,3,Python,Tableau,Advanced,Advanced,Advanced,52.3,86.7,83.2,64.8,90.4,No,57.4,8,4,1,Not Placed,,,,,
STU20260875,Male,21,Chandigarh,Tier 2,Information Technology,2024,89.6,98,,9.8,2,No,0,3,No,4,SQL,Excel,Advanced,Advanced,Advanced,71.2,21.5,98,54.8,76.6,Yes,49.7,6,3,4,Placed,Tier 2,QA Analyst,6.18,Off Campus,2026-05-08
STU20260876,Female,21,Pune,Tier 2,Electronics,2024,73.7,86.7,68.7,8.1,3,Yes,3,4,No,2,Power BI,SQL,Advanced,Advanced,Advanced,63.5,73.6,43.2,71.7,72.5,Yes,61.6,6,1,5,Placed,Tier 3,Product Analyst Intern,3.29,Campus Drive,2026-02-26
STU20260877,Other,22,Jaipur,Tier 2,Electronics,2026,82.2,68.4,,6.49,0,No,0,1,Yes,3,Power BI,Cloud Basics,Intermediate,Intermediate,Intermediate,83.6,47.7,88.2,83.7,66.8,Yes,31.3,13,6,2,Not Placed,,,,,
STU20260878,Male,23,Bengaluru,Tier 2,Mechanical,2024,80.4,75.6,,7.74,0,No,0,1,No,0,Machine Learning,Python,Beginner,Intermediate,Intermediate,58.0,85.1,47.5,85.7,83.6,No,83.0,8,1,0,Not Placed,,,,,
STU20260879,Female,21,Hyderabad,Tier 3,AI & ML,2026,84.7,71.7,,8.1,2,No,0,3,No,4,SQL,Excel,Advanced,Intermediate,Intermediate,93.0,22.3,78.5,84.0,80.7,Yes,65.7,11,4,1,Not Placed,,,,,
STU20260880,Male,22,Hyderabad,Tier 2,Electronics,2025,67.8,70.3,,6.44,1,Yes,1,1,Yes,0,C++,Excel,None,Beginner,Beginner,71.4,37.3,29.1,63.5,86.6,Yes,54.4,16,1,1,Not Placed,,,,,
STU20260881,Female,22,Delhi,Tier 3,Data Science,2025,64.9,62.6,,6.14,0,No,0,1,No,1,Machine Learning,Tableau,Beginner,None,None,50.6,52.7,74.8,46.6,77.0,Yes,64.5,10,0,1,Not Placed,,,,,
STU20260882,Female,20,Bengaluru,Tier 1,Information Technology,2026,83.9,82.0,,8.25,0,No,0,3,Yes,3,Java,Tableau,Intermediate,Advanced,Intermediate,60.9,69.9,54.6,49.0,99,No,68.6,12,3,3,Placed,Tier 3,Backend Developer,5.03,Campus Drive,2026-02-09
STU20260883,Male,22,Gurugram,Tier 1,Civil,2025,86.2,84.9,,7.79,0,No,0,4,No,0,Cloud Basics,C++,Intermediate,Beginner,Beginner,56.8,67.9,54.5,66.7,93.4,Yes,59.8,14,5,2,Not Placed,,,,,
STU20260884,Female,22,Faridabad,Tier 1,Information Technology,2026,85.3,86.8,,7.87,1,No,0,3,Yes,2,Java,Tableau,Advanced,Beginner,Advanced,57.9,70.6,72.7,62.4,93.8,No,48.7,6,2,1,Not Placed,,,,,
STU20260885,Female,20,Gurugram,Tier 2,Mechanical,2026,83.1,80.4,77.6,7.08,0,No,0,2,No,4,Python,Machine Learning,Intermediate,Advanced,Advanced,83.1,50.2,85.1,66.3,70.8,No,59.7,12,2,1,Not Placed,,,,,
STU20260886,Female,21,Delhi,Tier 2,Computer Science,2026,63.9,68.7,,8.75,0,No,0,2,No,2,Python,Tableau,Advanced,Advanced,Advanced,41.5,77.0,43.0,59.7,74.8,No,33.9,16,5,2,Placed,Startup,QA Analyst,2.86,Referral,2026-03-25
STU20260887,Male,22,Delhi,Tier 2,Electronics,2025,76.1,83.9,,8.01,1,Yes,3,4,Yes,3,Excel,Java,Advanced,Advanced,Advanced,75.4,80.0,58.1,79.3,79.3,Yes,73.5,14,8,2,Placed,Tier 3,Product Analyst Intern,5.42,Referral,2026-04-10
STU20260888,Male,22,Ghaziabad,Tier 2,Information Technology,2025,83.1,80.3,,8.17,0,No,0,2,No,4,Java,Python,Intermediate,Intermediate,Advanced,73.9,67.4,82.7,64.2,91.4,Yes,89.7,15,10,4,Placed,Tier 2,QA Analyst,6.04,Campus Drive,2026-06-27
STU20260889,Male,23,Noida,Tier 3,Electronics,2026,87.8,83.4,,8.22,0,Yes,1,2,No,1,Power BI,Excel,Advanced,Intermediate,Advanced,79.2,76.0,84.5,61.7,83.9,No,39.1,14,9,3,Placed,Tier 3,Data Analyst,5.18,Off Campus,2026-05-22
STU20260890,Male,21,Delhi,Tier 2,Data Science,2026,77.5,71.3,,6.86,0,Yes,3,4,Yes,1,Cloud Basics,Tableau,Beginner,Beginner,Beginner,79.6,56.8,48.2,73.4,92.1,No,70.1,14,5,0,Not Placed,,,,,
STU20260891,Male,21,Bengaluru,Tier 1,Computer Science,2026,92.6,82.5,,7.38,0,Yes,3,2,Yes,2,C++,Java,Intermediate,Intermediate,Beginner,76.4,61.8,64.5,67.7,89.9,No,46.2,6,4,2,Placed,Tier 3,Frontend Developer,3.91,Campus Drive,2026-02-12
STU20260892,Male,21,Gurugram,Tier 3,Computer Science,2024,75.6,75.2,,7.61,0,Yes,4,4,Yes,3,Machine Learning,Excel,Intermediate,Intermediate,Intermediate,86.7,41.0,83.6,55.1,73.3,No,53.4,15,5,3,Placed,Tier 2,Data Analyst,7.55,Referral,2026-04-23
STU20260893,Male,21,Chandigarh,Tier 3,Civil,2026,61.5,46.3,73.6,5.0,0,No,0,0,No,3,Java,Machine Learning,None,None,None,53.9,50.3,70.3,53.3,62.6,Yes,84.2,14,1,0,Not Placed,,,,,
STU20260894,Male,21,Gurugram,Tier 2,AI & ML,2024,76.9,76.8,,7.77,0,No,0,2,No,3,Machine Learning,Java,Beginner,Intermediate,Beginner,77.3,85.1,89.5,70.2,74.4,No,55.5,16,9,1,Not Placed,,,,,
STU20260895,Male,22,Jaipur,Tier 1,Data Science,2026,70.9,69.0,,5.67,2,No,0,2,No,2,Java,Machine Learning,None,Beginner,None,58.6,42.3,71.1,75.3,72.5,No,60.1,17,1,1,Not Placed,,,,,
STU20260896,Female,22,Ghaziabad,Tier 3,AI & ML,2025,69.5,75.2,,7.57,0,Yes,1,2,No,3,Python,Power BI,Advanced,Advanced,Advanced,67.6,81.6,80.3,77.5,60.8,No,58.5,14,6,4,Placed,Tier 3,Software Engineer,4.64,Off Campus,2026-02-28
STU20260897,Female,22,Noida,Tier 3,Data Science,2026,78.9,81.7,,8.87,0,No,0,2,Yes,2,SQL,Java,Advanced,Advanced,Advanced,75.7,60.3,62.1,48.2,72.9,Yes,87.0,13,8,4,Placed,Tier 2,Product Analyst Intern,5.71,Campus Drive,2026-03-06
STU20260898,Male,20,Delhi,Tier 2,Electronics,2025,71.0,72.6,69.2,6.61,0,Yes,4,3,No,2,Excel,Cloud Basics,Intermediate,Beginner,Intermediate,57.4,54.8,55.4,64.9,73.3,Yes,90.4,10,3,2,Not Placed,,,,,
STU20260899,Female,23,Delhi,Tier 3,Civil,2025,68.8,74.0,,6.98,2,No,0,1,No,1,Cloud Basics,SQL,Beginner,Intermediate,Intermediate,62.5,50.6,70.6,98,60.9,No,46.5,15,1,1,Not Placed,,,,,
STU20260900,Female,22,Pune,Tier 3,Computer Science,2024,65.9,83.3,,7.84,0,No,0,5,No,6,Python,C++,Advanced,Intermediate,Advanced,77.9,60.9,76.5,59.0,77.0,Yes,74.9,17,11,2,Placed,Tier 2,Frontend Developer,5.68,Campus Drive,2026-04-18
STU20260901,Female,22,Chandigarh,Tier 2,Civil,2024,87.3,82.1,,8.54,0,No,0,3,No,2,Cloud Basics,Power BI,Intermediate,Advanced,Intermediate,73.0,74.8,67.7,72.1,86.8,Yes,60.8,6,3,1,Not Placed,,,,,
STU20260902,Female,23,Ghaziabad,Tier 1,AI & ML,2024,81.2,78.2,,8.12,0,Yes,3,3,No,2,Power BI,Tableau,Intermediate,Intermediate,Intermediate,82.2,62.2,49.1,73.8,81.5,Yes,79.4,7,5,4,Placed,Tier 3,Data Analyst,4.66,Campus Drive,2026-01-26
STU20260903,Female,23,Ghaziabad,Tier 2,Civil,2026,81.7,94.2,,9.8,0,No,0,2,No,2,Excel,Python,Advanced,Advanced,Advanced,67.3,54.6,59.3,63.4,82.7,Yes,70.6,12,4,0,Not Placed,,,,,
STU20260904,Male,24,Faridabad,Tier 2,Electrical,2026,88.0,82.7,,7.76,3,No,0,4,No,1,C++,Tableau,Intermediate,Advanced,Beginner,64.8,20,53.1,56.6,68.7,Yes,79.2,12,2,1,Not Placed,,,,,
STU20260905,Male,21,Noida,Tier 1,Computer Science,2025,77.6,80.6,,9.05,0,No,0,6,Yes,2,Python,Excel,Advanced,Advanced,Advanced,75.4,63.6,98,72.5,75.5,No,75.1,12,10,3,Placed,Tier 2,QA Analyst,8.22,Campus Drive,2026-05-07
STU20260906,Male,22,Dehradun,Tier 2,Computer Science,2026,71.5,70.3,,8.28,0,Yes,4,5,Yes,3,Power BI,Python,Advanced,Advanced,Advanced,82.9,58.8,98,58.5,99,Yes,56.7,10,8,3,Placed,Tier 2,Data Analyst,5.74,Referral,2026-05-15
STU20260907,Male,21,Jaipur,Tier 1,Computer Science,2024,84.5,93.4,,9.41,0,No,0,5,No,4,Java,SQL,Advanced,Advanced,Advanced,52.6,98,67.0,60.7,80.8,Yes,58.9,6,3,3,Placed,Tier 2,Frontend Developer,6.98,Campus Drive,2026-03-19
STU20260908,Female,23,Noida,Tier 1,Computer Science,2025,75.4,69.7,76.0,7.25,0,No,0,4,No,3,C++,Python,Advanced,Intermediate,Intermediate,37.7,66.2,76.3,66.5,80.3,No,66.3,14,4,4,Placed,Tier 3,Frontend Developer,3.43,Campus Drive,2026-05-28
STU20260909,Male,23,Noida,Tier 3,Mechanical,2024,81.2,81.8,,7.73,0,No,0,3,Yes,3,Power BI,Machine Learning,Intermediate,Advanced,Advanced,68.5,65.6,63.5,83.8,60.3,No,24.8,17,7,1,Not Placed,,,,,
STU20260910,Female,20,Noida,Tier 2,Information Technology,2025,77.7,93.4,,8.89,0,No,0,5,No,4,Power BI,Machine Learning,Advanced,Advanced,Advanced,79.8,90.4,98,67.9,73.6,No,48.9,14,10,4,Placed,Tier 3,Product Analyst Intern,4.98,Campus Drive,2026-06-14
STU20260911,Female,22,Bengaluru,Tier 3,Electrical,2026,71.1,59.0,,6.29,0,Yes,1,3,No,0,Power BI,Cloud Basics,None,Beginner,None,80.4,40.3,55.9,57.8,72.3,No,81.3,18,1,0,Not Placed,,,,,
STU20260912,Male,22,Hyderabad,Tier 1,Mechanical,2026,80.9,76.4,,8.45,0,Yes,3,3,No,1,Power BI,Excel,Beginner,Intermediate,Intermediate,82.6,74.7,75.4,66.8,84.8,No,74.5,7,5,5,Placed,Tier 2,Data Engineer Intern,5.97,Internship PPO,2026-01-26
STU20260913,Female,22,Pune,Tier 2,Electronics,2026,74.7,68.4,,7.8,0,No,0,1,No,4,Java,Excel,Intermediate,Advanced,Intermediate,56.0,66.4,31.8,69.4,72.6,Yes,59.7,14,3,0,Not Placed,,,,,
STU20260914,Female,20,Faridabad,Tier 2,Mechanical,2026,91.7,79.0,,7.01,1,No,0,3,No,1,C++,Cloud Basics,Beginner,None,Intermediate,65.0,50.1,79.7,69.5,67.3,Yes,59.4,12,1,1,Not Placed,,,,,
STU20260915,Male,21,Jaipur,Tier 2,Civil,2026,84.6,82.7,,8.15,0,No,0,3,No,3,Cloud Basics,Tableau,Advanced,Advanced,Advanced,80.0,65.1,69.5,81.9,84.4,Yes,79.6,16,5,2,Not Placed,,,,,
STU20260916,Male,21,Pune,Tier 2,Information Technology,2025,77.5,67.6,,6.5,0,Yes,2,2,No,2,Python,Java,Intermediate,Beginner,Intermediate,55.6,59.6,73.5,50.9,83.8,Yes,54.8,10,4,3,Placed,Tier 3,Frontend Developer,3.49,Off Campus,2026-03-11
STU20260917,Female,21,Mumbai,Tier 2,Mechanical,2026,77.5,66.4,72.7,7.14,1,No,0,2,No,2,Excel,Machine Learning,Intermediate,Beginner,Intermediate,90.6,66.1,63.5,69.0,77.5,No,75.6,15,2,4,Placed,Tier 3,Data Analyst,4.61,Campus Drive,2026-01-26
STU20260918,Female,20,Gurugram,Tier 2,Mechanical,2026,92.1,85.2,,8.75,0,Yes,3,2,No,0,Power BI,Machine Learning,Advanced,Advanced,Advanced,98,59.7,72.2,94.1,78.1,Yes,68.5,13,9,1,Not Placed,,,,,
STU20260919,Female,20,Pune,Tier 1,Mechanical,2025,67.0,66.1,,6.5,0,No,0,2,No,1,Power BI,Tableau,Intermediate,Intermediate,None,64.0,66.6,64.3,72.4,70.2,No,56.5,20,4,3,Not Placed,,,,,
STU20260920,Female,22,Chandigarh,Tier 3,Electronics,2025,83.0,68.4,,7.07,0,No,0,1,No,2,Cloud Basics,SQL,Advanced,Intermediate,Beginner,56.6,29.3,77.5,48.0,85.5,Yes,69.9,10,0,3,Not Placed,,,,,
STU20260921,Male,22,Noida,Tier 3,Electronics,2026,67.3,67.7,,6.8,0,No,0,2,No,2,Power BI,Excel,Intermediate,Beginner,Beginner,36.1,75.7,59.8,53.9,63.8,Yes,53.1,14,2,1,Not Placed,,,,,
STU20260922,Female,21,Ghaziabad,Tier 3,Civil,2026,67.9,72.5,,7.22,0,Yes,1,3,No,2,Machine Learning,Python,Intermediate,Intermediate,Advanced,68.0,84.0,85.2,70.7,63.9,No,62.2,13,6,2,Placed,Tier 3,Support Engineer,3.49,Internship PPO,2026-05-07
STU20260923,Male,24,Hyderabad,Tier 1,Mechanical,2025,73.5,84.1,,8.59,0,No,0,5,Yes,3,C++,Excel,Advanced,Advanced,Advanced,62.2,58.4,79.9,91.6,85.1,Yes,59.2,11,6,2,Placed,Tier 2,Software Engineer,6.12,Off Campus,2026-03-26
STU20260924,Female,20,Noida,Tier 2,AI & ML,2024,88.7,98,,9.8,0,No,0,4,Yes,3,SQL,Python,Advanced,Advanced,Advanced,64.5,85.2,82.9,58.8,81.8,No,63.0,4,3,5,Placed,Tier 2,Product Analyst Intern,6.12,Campus Drive,2026-04-20
STU20260925,Male,21,Mumbai,Tier 3,Computer Science,2026,84.1,76.3,,8.64,1,Yes,1,4,No,4,Java,Power BI,Advanced,Advanced,Intermediate,54.6,92.9,66.8,58.9,72.5,No,77.5,14,4,0,Not Placed,,,,,
STU20260926,Female,22,Noida,Tier 3,Computer Science,2025,74.5,57.6,,5.56,2,Yes,3,4,Yes,2,SQL,C++,Intermediate,Beginner,None,59.5,46.3,80.4,58.6,76.1,Yes,39.4,18,1,1,Not Placed,,,,,
STU20260927,Female,23,Gurugram,Tier 2,Mechanical,2026,88.1,73.5,,7.35,0,No,0,2,No,4,Python,Cloud Basics,Beginner,Intermediate,Intermediate,59.1,83.2,84.5,71.0,83.5,No,71.0,15,2,0,Not Placed,,,,,
STU20260928,Male,22,Pune,Tier 3,Mechanical,2025,79.8,68.8,,6.33,1,No,0,2,No,3,SQL,Machine Learning,Intermediate,Beginner,None,73.8,47.2,69.5,88.4,62.0,No,49.7,16,3,2,Not Placed,,,,,
STU20260929,Female,24,Faridabad,Tier 3,Electronics,2025,76.0,80.0,,8.22,0,No,0,3,No,3,C++,Excel,Intermediate,Advanced,Intermediate,67.5,77.7,45.6,87.9,88.2,No,55.4,14,4,3,Not Placed,,,,,
STU20260930,Female,21,Mumbai,Tier 3,Electronics,2026,75.8,65.6,77.7,5.77,3,No,0,3,No,2,SQL,Power BI,Beginner,Beginner,None,45.8,47.0,67.2,70.2,57.8,Yes,51.7,7,0,1,Not Placed,,,,,
STU20260931,Female,23,Lucknow,Tier 2,Mechanical,2026,95.1,77.8,,7.74,0,No,0,2,No,0,Excel,C++,Advanced,Beginner,Beginner,59.3,62.9,59.0,56.0,67.0,No,50.3,4,1,2,Not Placed,,,,,
STU20260932,Female,23,Jaipur,Tier 2,Mechanical,2026,76.0,76.9,,7.73,0,Yes,6,4,No,3,C++,Machine Learning,Intermediate,Advanced,Intermediate,74.8,57.4,79.6,66.6,76.2,Yes,68.7,13,6,3,Placed,Tier 3,QA Analyst,5.4,Referral,2026-03-15
STU20260933,Female,21,Dehradun,Tier 1,Electronics,2026,69.8,60.6,,6.67,0,Yes,3,1,No,2,Tableau,Power BI,Beginner,Intermediate,Beginner,55.7,90.5,47.6,70.5,88.6,No,61.2,10,5,1,Not Placed,,,,,
STU20260934,Male,20,Jaipur,Tier 1,Computer Science,2025,85.1,70.1,,8.45,0,No,0,2,No,0,Python,SQL,Advanced,Intermediate,Advanced,89.0,45.3,58.9,72.1,97.8,No,67.5,7,3,2,Placed,Tier 2,QA Analyst,6.02,Campus Drive,2026-04-23
STU20260935,Female,21,Hyderabad,Tier 3,Computer Science,2025,69.4,67.7,,6.35,0,Yes,2,2,No,1,Machine Learning,Java,Beginner,Beginner,None,55.4,69.9,34.7,81.7,74.0,No,44.1,18,2,4,Placed,Startup,QA Analyst,3.12,Off Campus,2026-04-21
STU20260936,Male,22,Bengaluru,Tier 2,AI & ML,2026,80.2,80.1,,8.24,0,Yes,2,4,Yes,3,Java,Machine Learning,Advanced,Advanced,Intermediate,81.3,63.1,80.8,60.7,93.0,Yes,83.8,12,10,1,Not Placed,,,,,
STU20260937,Male,21,Pune,Tier 2,Computer Science,2024,80.1,77.7,,8.44,0,No,0,4,No,2,Java,Python,Intermediate,Advanced,Advanced,63.1,43.4,85.5,68.0,89.8,No,62.9,13,4,2,Not Placed,,,,,
STU20260938,Male,20,Delhi,Tier 2,Mechanical,2025,86.6,77.8,,7.48,0,No,0,4,Yes,3,Java,C++,Advanced,Intermediate,Advanced,54.9,65.5,61.4,70.9,73.4,Yes,55.9,21,1,1,Not Placed,,,,,
STU20260939,Male,20,Delhi,Tier 2,Computer Science,2026,81.5,84.7,,9.23,0,No,0,4,Yes,4,Python,Power BI,Advanced,Advanced,Advanced,64.7,74.8,98,69.1,77.0,Yes,77.1,13,11,3,Not Placed,,,,,
STU20260940,Male,20,Chandigarh,Tier 2,Information Technology,2025,59.2,66.2,,6.5,2,No,0,1,Yes,2,Excel,C++,Intermediate,Intermediate,Intermediate,56.7,67.2,55.6,75.1,75.6,Yes,88.2,13,3,2,Not Placed,,,,,
STU20260941,Male,22,Noida,Tier 2,Information Technology,2026,83.5,87.0,,9.8,2,Yes,4,4,No,4,Power BI,SQL,Advanced,Advanced,Advanced,92.4,73.2,72.4,78.8,91.0,Yes,86.8,11,9,4,Placed,Tier 2,Software Engineer,7.09,Campus Drive,2026-02-24
STU20260942,Male,20,Chandigarh,Tier 3,Information Technology,2025,63.6,47.7,73.6,5.0,0,Yes,6,2,Yes,3,Java,C++,None,None,None,74.3,67.4,76.9,56.6,70.2,Yes,80.5,15,6,0,Not Placed,,,,,
STU20260943,Male,22,Chandigarh,Tier 2,Computer Science,2025,81.7,75.0,,6.48,2,No,0,2,No,3,C++,Cloud Basics,None,Beginner,Intermediate,48.7,63.6,50.1,61.7,66.5,Yes,72.5,17,1,1,Not Placed,,,,,
STU20260944,Male,22,Hyderabad,Tier 3,Civil,2026,60.9,51.5,,5.0,1,No,0,1,No,1,Python,Java,None,None,None,68.9,43.0,32.9,85.9,62.1,No,68.4,15,1,1,Not Placed,,,,,
